Student_ID,GPA,Credit_Hours_Completed,Courses_Passed,Courses_Failed,Interest_Area,Attendance_Rate,Study_Hours_Per_Week,Previous_Semester_GPA,Track
STU1410,2.99,82,CS202|CS220|CS340|CS350|CS420|CS440|CS450|ENG101|ENG102|ENG310|ENG320|MATH202|MATH301|MATH310|MATH320,None,wireless,75.8,7.8,3.45,Networks
STU1411,2.85,122,CS210|CS301|CS340|CS350|CS420|CS440|CS450|ENG210|ENG310|MATH102,MATH301,containers,82.1,13.3,2.45,Cloud_Computing
STU1412,3.32,135,CS210|CS301|CS310|CS320|CS420|CS430|CS450|ENG102|ENG210|ENG320,None,testing,89.6,14.0,3.05,Software_Engineering
STU1413,2.77,106,CS101|CS201|CS301|CS302|CS401|CS410|CS420|CS450|ENG310|ENG320|MATH101|MATH201|MATH202|MATH301|MATH302,CS330,computer vision,96.6,18.5,2.65,AI
STU1414,2.73,86,CS210|CS301|CS320|CS330|CS401|CS440|ENG220|ENG320|MATH101|MATH201|MATH302|MATH310|MATH320,None,visualization,84.6,9.9,2.68,Data_Science
STU1415,3.31,125,CS102|CS301|CS302|CS320|CS340|CS401|CS410|CS430|ENG101|ENG210|ENG310|MATH201|MATH301|MATH320,None,deep learning,76.5,17.0,3.53,AI
STU1416,3.33,66,CS101|CS220|CS301|CS302|CS310|CS320|CS350|CS401|CS410|MATH102|MATH201|MATH301|MATH302,None,robotics,93.0,16.6,3.26,AI
STU1417,3.06,133,CS202|CS210|CS340|CS350|CS360|CS430|CS450|ENG102|ENG201|ENG310|ENG320|MATH202|MATH310|MATH320,None,networking,93.4,19.1,2.72,Networks
STU1418,3.21,120,CS202|CS302|CS340|CS350|CS410|CS450|ENG102|ENG310|ENG320|MATH202,None,telecommunications,100.0,16.6,3.36,Networks
STU1419,3.12,70,CS102|CS210|CS302|CS320|CS340|CS350|CS420|CS450|ENG210|ENG301|MATH201,None,Azure,85.7,12.5,3.56,Cloud_Computing
STU1420,3.02,131,CS202|CS210|CS220|CS310|CS320|CS430|ENG102|ENG201|ENG210,None,agile,62.9,15.5,2.69,Software_Engineering
STU1421,2.54,120,CS102|CS220|CS301|CS330|CS401|CS440|ENG201|ENG310|MATH101|MATH102|MATH201|MATH301|MATH302|MATH320,None,business intelligence,82.8,17.1,2.51,Data_Science
STU1422,2.61,117,CS210|CS340|CS350|CS360|CS420|CS450|ENG201|ENG210|ENG310|ENG320|MATH101|MATH201|MATH301|MATH302,CS401,AWS,90.8,8.0,2.62,Cloud_Computing
STU1423,3.65,76,CS101|CS202|CS340|CS350|CS430|CS450|ENG201|ENG210|ENG310|ENG320|MATH101|MATH102|MATH202,None,wireless,89.7,18.6,3.71,Networks
STU1424,3.8,63,CS101|CS210|CS340|CS350|CS420|CS450|ENG210|ENG220|ENG310|MATH102|MATH201,None,AWS,80.7,33.6,3.72,Cloud_Computing
STU1425,3.34,101,CS201|CS210|CS220|CS301|CS310|CS320|CS340|CS350|CS420|CS430|CS440|ENG210|ENG220|ENG301|MATH201|MATH302,None,DevOps,100.0,19.8,3.41,Software_Engineering
STU1426,3.29,62,CS101|CS102|CS202|CS210|CS310|CS320|CS340|CS350|CS360|CS410|CS420|CS450|ENG102|ENG201|ENG210,None,cloud,85.7,18.1,3.29,Cloud_Computing
STU1427,2.39,99,CS210|CS301|CS330|CS340|CS401|CS440|ENG301|MATH201|MATH301|MATH302|MATH320,MATH101,ML,85.6,13.9,2.17,Data_Science
STU1428,2.21,85,CS202|CS210|CS220|CS301|CS310|CS320|CS330|CS420|CS430|ENG210|ENG310,CS102|CS340|ENG320|MATH102,DevOps,90.7,7.4,2.13,Software_Engineering
STU1429,3.93,67,CS102|CS330|CS350|CS401|CS410|CS440|ENG320|MATH201|MATH301|MATH302|MATH310|MATH320,None,ML,89.0,24.4,3.99,Data_Science
STU1430,2.35,85,CS202|CS210|CS340|CS350|CS440|CS450|ENG310|ENG320|MATH202|MATH302,ENG210|MATH301,security,72.4,21.4,2.73,Cybersecurity
STU1431,1.71,116,CS202|CS210|CS220|CS302|CS310|CS320|CS340|CS410|CS420|CS430|ENG101|ENG210,ENG102,web development,73.3,10.3,1.72,Software_Engineering
STU1432,3.1,73,CS202|CS301|CS340|CS350|CS360|CS450|ENG310|ENG320|MATH102|MATH202|MATH310,None,firewalls,71.7,10.5,2.89,Cybersecurity
STU1433,2.69,130,CS201|CS210|CS301|CS310|CS350|CS420|CS450|ENG210|ENG310|MATH101|MATH301|MATH302|MATH320,None,AWS,92.3,18.8,2.8,Cloud_Computing
STU1434,2.15,60,CS202|CS310|CS330|CS340|CS410|CS430|CS440|CS450|ENG101|ENG210|ENG310|ENG320|MATH202,MATH102,IoT,80.5,14.4,1.91,Networks
STU1435,3.33,65,CS220|CS301|CS330|CS401|CS420|CS440|ENG301|MATH201|MATH301|MATH320,None,data analysis,98.2,20.7,3.02,Data_Science
STU1436,3.9,125,CS210|CS220|CS301|CS340|CS350|CS360|CS401|CS450|ENG210|ENG320|MATH202,None,ethical hacking,97.4,13.3,3.85,Cybersecurity
STU1437,2.81,102,CS210|CS301|CS302|CS340|CS350|CS420|CS440|CS450|ENG102|ENG210|ENG310|MATH102|MATH202,ENG301|MATH320,AWS,80.0,20.3,2.73,Cloud_Computing
STU1438,2.42,82,CS201|CS210|CS220|CS340|CS350|CS420|CS450|ENG210|ENG310|MATH202|MATH310,CS102,virtualization,83.7,16.9,2.4,Cloud_Computing
STU1439,3.82,108,CS202|CS301|CS340|CS350|CS360|CS440|ENG301|ENG310|ENG320|MATH101|MATH202,None,telecommunications,85.5,25.1,3.72,Networks
STU1440,3.55,61,CS101|CS202|CS220|CS340|CS350|CS410|CS430|CS450|ENG201|ENG310|ENG320|MATH202|MATH320,CS301,routing,90.7,15.5,3.49,Networks
STU1441,3.61,85,CS201|CS310|CS320|CS340|CS350|CS401|CS410|CS420|CS450|ENG210|ENG310|MATH102|MATH310,None,Azure,95.0,21.0,3.68,Cloud_Computing
STU1442,3.13,69,CS101|CS102|CS210|CS220|CS340|CS350|CS360|CS401|CS420|CS450|ENG102|ENG210|ENG310|ENG320|MATH201|MATH202,None,ethical hacking,67.9,21.5,3.09,Cybersecurity
STU1443,4.0,104,CS102|CS210|CS220|CS310|CS340|CS350|CS420|CS450|ENG220|ENG310|MATH201,None,AWS,80.0,16.5,4.0,Cloud_Computing
STU1444,3.05,134,CS340|CS350|CS360|CS410|CS440|CS450|ENG310|ENG320|MATH101|MATH102|MATH202,None,firewalls,95.9,25.8,3.23,Cybersecurity
STU1445,3.11,106,CS210|CS220|CS301|CS330|CS401|CS440|ENG101|MATH201|MATH301|MATH320,None,statistics,81.6,12.7,3.11,Data_Science
STU1446,3.04,109,CS210|CS301|CS302|CS340|CS350|CS360|CS440|ENG220|ENG310|ENG320|MATH102|MATH202,None,forensics,82.7,19.3,3.26,Cybersecurity
STU1447,3.73,130,CS201|CS202|CS301|CS302|CS360|CS401|CS410|CS430|ENG102|MATH301|MATH302,None,computer vision,100.0,5.9,3.72,AI
STU1448,3.62,92,CS201|CS301|CS310|CS330|CS401|CS440|ENG201|ENG301|MATH201|MATH301|MATH320,None,big data,87.4,16.4,3.92,Data_Science
STU1449,2.58,130,CS210|CS220|CS302|CS310|CS330|CS401|CS420|CS430|CS440|CS450|ENG201|ENG210|ENG220|MATH301|MATH302,None,web development,78.6,14.6,2.29,Software_Engineering
STU1450,3.68,86,CS201|CS301|CS350|CS360|CS410|CS430|CS450|ENG101|ENG201|ENG301|ENG310|ENG320|MATH102|MATH202,None,forensics,95.7,18.0,3.59,Cybersecurity
STU1451,3.52,98,CS201|CS340|CS350|CS360|CS401|ENG220|ENG310|ENG320|MATH202|MATH320,None,ethical hacking,82.8,21.2,3.47,Cybersecurity
STU1452,3.84,96,CS302|CS401|CS410|ENG101|MATH201|MATH301|MATH302|MATH310|MATH320,None,computer vision,97.4,10.1,3.79,AI
STU1453,3.13,85,CS210|CS301|CS330|CS350|CS420|CS450|ENG210|ENG310|MATH201,None,cloud,83.8,17.3,3.13,Cloud_Computing
STU1454,3.69,87,CS202|CS220|CS301|CS302|CS340|CS350|CS401|CS410|CS420|CS430|ENG101|ENG201|MATH101|MATH201|MATH301|MATH302,None,robotics,83.1,10.9,3.51,AI
STU1455,3.62,137,CS201|CS202|CS210|CS220|CS340|CS350|CS440|ENG210|ENG310|ENG320|MATH202|MATH302,None,IoT,94.6,20.8,3.42,Networks
STU1456,3.43,118,CS102|CS340|CS350|CS360|CS450|ENG320|MATH201|MATH202|MATH310,None,cryptography,99.2,19.4,3.56,Cybersecurity
STU1457,3.96,129,CS102|CS210|CS301|CS340|CS350|CS420|CS440|CS450|ENG220|ENG301|ENG310|MATH310,None,AWS,80.9,23.6,4.0,Cloud_Computing
STU1458,2.43,132,CS101|CS201|CS202|CS220|CS301|CS330|CS401|CS440|ENG201|ENG220|MATH102|MATH201|MATH202|MATH301|MATH310,None,ML,84.0,15.7,2.65,Data_Science
STU1459,2.98,63,CS101|CS202|CS340|CS350|CS450|ENG310|ENG320|MATH101|MATH102|MATH202,None,routing,71.9,20.9,2.72,Networks
STU1460,3.08,105,CS220|CS310|CS320|CS420|CS430|ENG210|ENG310|MATH102|MATH202|MATH320,None,software design,86.5,23.0,2.95,Software_Engineering
STU1461,2.93,137,CS210|CS220|CS310|CS320|CS420|CS430|ENG101|ENG102|ENG210|ENG320|MATH102,None,agile,100.0,13.5,3.24,Software_Engineering
STU1462,2.9,70,CS101|CS102|CS210|CS220|CS310|CS320|CS330|CS420|CS430|CS450|ENG101|ENG210|ENG301|ENG320|MATH202|MATH310,CS202,testing,67.4,15.1,2.91,Software_Engineering
STU1463,3.74,100,CS202|CS210|CS302|CS310|CS330|CS340|CS350|CS401|CS430|CS450|ENG220|ENG310|ENG320|MATH202|MATH310|MATH320,None,wireless,87.2,20.3,4.0,Networks
STU1464,4.0,86,CS101|CS202|CS210|CS301|CS340|CS350|CS360|CS401|CS410|CS420|CS450|ENG210|ENG220|ENG301|ENG310|MATH301,None,cloud,97.9,17.7,4.0,Cloud_Computing
STU1465,4.0,130,CS102|CS210|CS301|CS302|CS401|CS450|ENG102|MATH201|MATH301|MATH302,None,neural networks,69.5,27.0,3.5,AI
STU1466,2.63,69,CS201|CS210|CS220|CS310|CS320|CS350|CS360|CS420|CS430|CS450|ENG210|MATH201|MATH301,None,software design,98.2,19.0,2.9,Software_Engineering
STU1467,3.29,112,CS210|CS310|CS340|CS350|CS420|ENG210|ENG220|ENG310|MATH202|MATH301,ENG320,Azure,81.2,19.8,3.41,Cloud_Computing
STU1468,3.17,95,CS210|CS220|CS310|CS320|CS420|CS430|CS440|ENG210|MATH101|MATH202,None,testing,75.4,16.0,3.55,Software_Engineering
STU1469,3.23,114,CS102|CS210|CS220|CS310|CS350|CS420|CS430|ENG210|MATH320,CS302,web development,97.7,14.9,3.31,Software_Engineering
STU1470,3.05,79,CS102|CS302|CS401|CS410|ENG220|ENG320|MATH201|MATH301|MATH302,None,neural networks,76.7,10.2,3.07,AI
STU1471,2.69,135,CS301|CS302|CS330|CS401|CS410|CS430|CS450|ENG210|MATH102|MATH201|MATH301|MATH302,ENG101|MATH202,deep learning,88.8,14.0,2.21,AI
STU1472,3.0,103,CS202|CS210|CS220|CS310|CS420|CS430|ENG210|ENG310|MATH302,ENG320,mobile apps,80.3,12.8,2.79,Software_Engineering
STU1473,4.0,124,CS202|CS210|CS220|CS310|CS320|CS420|CS430|ENG210|MATH101|MATH201|MATH301|MATH320,None,web development,89.1,16.2,3.99,Software_Engineering
STU1474,3.02,128,CS102|CS301|CS302|CS350|CS401|CS410|ENG102|ENG310|MATH201|MATH301|MATH320,None,deep learning,87.8,16.9,3.24,AI
STU1475,3.35,109,CS301|CS330|CS350|CS401|CS420|CS440|MATH101|MATH201|MATH301|MATH320,None,big data,95.3,18.1,3.32,Data_Science
STU1476,2.42,84,CS210|CS220|CS301|CS302|CS330|CS340|CS350|CS410|CS420|CS450|ENG201|ENG210|ENG310|MATH310,CS101|ENG301|MATH202|MATH302,Azure,70.4,14.9,2.39,Cloud_Computing
STU1477,2.6,107,CS102|CS202|CS210|CS340|CS350|CS401|CS410|CS430|CS450|ENG101|ENG301|ENG310|ENG320|MATH101|MATH102|MATH202,None,IoT,90.3,13.4,2.45,Networks
STU1478,3.37,108,CS102|CS301|CS302|CS401|CS410|ENG102|ENG220|ENG301|ENG320|MATH201|MATH202|MATH301|MATH302,None,deep learning,73.3,8.1,3.35,AI
STU1479,3.03,118,CS201|CS210|CS340|CS350|CS360|CS420|CS450|ENG201|ENG310|ENG320|MATH202|MATH320,None,security,76.6,23.9,3.11,Cybersecurity
STU1480,2.63,130,CS202|CS220|CS301|CS340|CS350|CS450|ENG310|ENG320|MATH102|MATH202,None,telecommunications,79.8,13.0,2.8,Networks
STU1481,2.86,63,CS101|CS201|CS210|CS340|CS350|CS450|ENG210|ENG310|MATH102|MATH310,CS301|MATH302,Azure,76.1,18.0,2.72,Cloud_Computing
STU1482,3.38,131,CS101|CS102|CS310|CS330|CS340|CS350|CS360|CS420|CS430|CS450|ENG220|ENG310|ENG320|MATH102|MATH202,None,firewalls,75.5,17.9,3.53,Cybersecurity
STU1483,3.33,86,CS210|CS302|CS310|CS330|CS340|CS350|CS420|CS450|ENG101|ENG201|ENG220|ENG310|ENG320|MATH101,None,cloud,79.5,12.7,3.5,Cloud_Computing
STU1484,3.7,60,CS210|CS330|CS340|CS350|CS420|CS450|ENG101|ENG201|ENG210|ENG310|MATH102|MATH302,None,AWS,78.2,14.2,3.53,Cloud_Computing
STU1485,3.66,130,CS102|CS301|CS302|CS401|CS410|ENG301|MATH101|MATH301|MATH302,None,machine learning,98.7,20.8,3.35,AI
STU1486,2.98,68,CS210|CS220|CS310|CS320|CS330|CS420|CS430|CS440|ENG102|ENG201|ENG210|MATH101|MATH102,None,testing,75.4,17.7,3.22,Software_Engineering
STU1487,3.67,136,CS210|CS340|CS350|CS360|CS420|CS450|ENG210|ENG310|ENG320|MATH301|MATH310,None,containers,98.3,7.1,3.74,Cloud_Computing
STU1488,2.66,100,CS101|CS220|CS320|CS340|CS350|CS410|CS430|CS450|ENG310|ENG320|MATH202,CS330|CS401,forensics,71.7,16.8,2.47,Cybersecurity
STU1489,3.29,99,CS201|CS210|CS220|CS302|CS310|CS320|CS410|CS420|CS430|ENG201|ENG210|MATH202|MATH301|MATH302,None,software design,73.7,18.8,3.18,Software_Engineering
STU1490,3.33,108,CS202|CS210|CS340|CS350|CS360|CS450|ENG310|ENG320|MATH101|MATH202|MATH301|MATH302|MATH310,None,protocols,72.6,24.2,3.36,Networks
STU1491,3.32,93,CS102|CS210|CS340|CS350|CS410|CS420|CS450|ENG101|ENG210|ENG310|MATH202|MATH301,None,virtualization,95.8,21.2,3.58,Cloud_Computing
STU1492,3.72,101,CS201|CS202|CS210|CS220|CS310|CS320|CS360|CS410|CS420|ENG101|ENG201|ENG210|ENG301|MATH102|MATH302,None,software design,86.6,11.4,3.99,Software_Engineering
STU1493,3.68,114,CS202|CS210|CS340|CS350|CS360|CS420|CS440|CS450|ENG102|ENG201|ENG210|ENG310|MATH202|MATH310,CS330,security,100.0,21.9,3.9,Cybersecurity
STU1494,4.0,117,CS101|CS202|CS210|CS320|CS340|CS350|CS360|CS420|CS450|ENG301|ENG310|ENG320|MATH202,None,firewalls,66.9,14.6,4.0,Cybersecurity
STU1495,3.51,66,CS101|CS201|CS301|CS302|CS330|CS401|CS410|CS420|ENG210|ENG310|MATH101|MATH201|MATH202|MATH301|MATH302,MATH320,computer vision,83.0,19.0,3.4,AI
STU1496,3.84,120,CS101|CS202|CS301|CS302|CS320|CS340|CS350|CS450|ENG220|ENG310|ENG320|MATH202|MATH310,None,IoT,88.2,25.7,4.0,Networks
STU1497,3.3,89,CS210|CS301|CS310|CS340|CS350|CS420|CS430|CS440|CS450|ENG210|ENG310|MATH102|MATH302|MATH320,None,cloud,92.9,22.0,3.44,Cloud_Computing
STU1498,3.72,72,CS102|CS202|CS301|CS330|CS401|CS430|CS440|MATH201|MATH301|MATH302|MATH320,None,big data,80.0,11.8,3.71,Data_Science
STU1499,2.68,76,CS201|CS202|CS320|CS340|CS350|CS430|CS440|CS450|ENG101|ENG102|ENG310|ENG320|MATH101|MATH202|MATH320,CS210|MATH310,IoT,75.4,13.0,2.79,Networks
STU1500,3.18,67,CS202|CS301|CS302|CS330|CS350|CS401|CS430|CS440|CS450|ENG102|MATH102|MATH201|MATH301|MATH302|MATH320,None,ML,82.9,19.4,3.26,Data_Science
STU1501,3.5,79,CS301|CS302|CS320|CS401|CS410|CS430|CS450|ENG102|ENG210|ENG220|ENG320|MATH102|MATH201|MATH301|MATH302,None,NLP,81.6,9.0,3.03,AI
STU1502,4.0,71,CS301|CS302|CS310|CS350|CS401|CS410|CS440|ENG210|ENG320|MATH201|MATH301|MATH302|MATH310|MATH320,None,NLP,91.4,20.3,3.85,AI
STU1503,3.09,68,CS210|CS220|CS310|CS340|CS420|CS430|CS440|ENG210|MATH201,None,software design,82.5,13.2,2.99,Software_Engineering
STU1504,3.23,94,CS202|CS220|CS302|CS310|CS320|CS340|CS350|CS410|CS420|CS430|CS450|ENG201|ENG310|ENG320|MATH201,None,protocols,91.7,10.9,3.15,Networks
STU1505,2.72,131,CS301|CS302|CS401|CS410|CS430|CS450|ENG201|ENG301|MATH201|MATH301|MATH302,None,NLP,74.2,14.7,3.09,AI
STU1506,3.05,137,CS202|CS210|CS340|CS350|CS430|ENG310|ENG320|MATH202|MATH301,None,routing,80.1,21.3,2.78,Networks
STU1507,3.55,107,CS102|CS201|CS301|CS320|CS330|CS401|CS440|ENG220|ENG301|MATH201|MATH320,None,statistics,78.2,24.5,3.8,Data_Science
STU1508,3.55,87,CS101|CS301|CS302|CS310|CS340|CS401|CS410|ENG301|MATH101|MATH102|MATH201|MATH301|MATH302,None,robotics,96.3,12.4,3.65,AI
STU1509,3.93,119,CS201|CS210|CS220|CS301|CS310|CS320|CS330|CS420|ENG201|ENG210|MATH102|MATH310,None,web development,80.3,15.7,4.0,Software_Engineering
STU1510,3.1,128,CS210|CS302|CS310|CS320|CS350|CS360|CS420|CS430|ENG102|ENG210,None,testing,77.2,15.2,3.04,Software_Engineering
STU1511,3.68,66,CS202|CS301|CS330|CS350|CS401|CS440|CS450|ENG102|ENG310|ENG320|MATH102|MATH201|MATH301|MATH302,None,ML,100.0,20.4,3.73,Data_Science
STU1512,3.59,130,CS202|CS220|CS302|CS350|CS401|CS410|CS430|ENG102|ENG320|MATH201|MATH301|MATH302,None,NLP,100.0,18.4,3.55,AI
STU1513,2.8,134,CS201|CS210|CS220|CS302|CS310|CS320|CS360|CS420|CS430|ENG210|MATH202|MATH301,None,web development,94.8,11.9,2.96,Software_Engineering
STU1514,3.22,93,CS220|CS301|CS302|CS350|CS360|CS401|ENG101|ENG320|MATH201|MATH301|MATH302,CS330,robotics,83.1,21.3,2.9,AI
STU1515,2.8,121,CS102|CS301|CS330|CS401|CS410|CS440|ENG101|ENG102|MATH201|MATH301|MATH320,CS350,visualization,78.7,9.3,2.98,Data_Science
STU1516,3.15,110,CS101|CS210|CS220|CS330|CS340|CS350|CS420|CS450|ENG201|ENG210|ENG301|ENG310|MATH302|MATH310,None,AWS,80.4,18.8,3.31,Cloud_Computing
STU1517,2.49,71,CS101|CS201|CS330|CS340|CS350|CS401|CS430|CS440|MATH201|MATH301|MATH320,CS420|CS450|ENG320|MATH101,data analysis,78.5,20.5,2.32,Data_Science
STU1518,3.2,108,CS101|CS220|CS301|CS340|CS350|CS360|CS401|CS440|CS450|ENG201|ENG210|ENG310|ENG320|MATH202|MATH310|MATH320,None,security,83.4,17.5,3.25,Cybersecurity
STU1519,2.75,113,CS101|CS102|CS201|CS202|CS301|CS310|CS340|CS350|CS450|ENG201|ENG310|ENG320|MATH201|MATH202|MATH301|MATH302,None,protocols,62.8,14.2,2.85,Networks
STU1520,4.0,123,CS210|CS301|CS310|CS330|CS401|CS430|CS440|ENG320|MATH201|MATH202|MATH301|MATH302|MATH320,None,statistics,88.0,5.2,3.82,Data_Science
STU1521,3.01,131,CS101|CS210|CS330|CS340|CS350|CS401|CS420|CS440|CS450|ENG210|ENG310|MATH202|MATH302|MATH310,None,microservices,88.1,19.3,2.92,Cloud_Computing
STU1522,3.12,98,CS201|CS210|CS220|CS310|CS320|CS330|CS340|CS401|CS410|CS420|CS430|CS450|ENG102|ENG210|MATH301|MATH302,None,agile,100.0,25.3,2.94,Software_Engineering
STU1523,3.19,60,CS201|CS301|CS320|CS330|CS401|CS420|CS440|ENG101|ENG102|ENG220|ENG301|MATH201|MATH301|MATH302|MATH320,None,ML,78.9,14.5,3.01,Data_Science
STU1524,3.15,106,CS210|CS310|CS320|CS401|CS410|CS420|CS430|ENG210|ENG310|MATH310,None,software design,71.0,21.2,2.83,Software_Engineering
STU1525,3.36,108,CS202|CS210|CS220|CS302|CS310|CS320|CS420|CS430|ENG101|ENG210|MATH102,None,testing,80.4,22.9,3.07,Software_Engineering
STU1526,4.0,122,CS340|CS350|CS360|CS450|ENG201|ENG301|ENG310|ENG320|MATH301|MATH320,None,firewalls,74.1,20.4,3.97,Cybersecurity
STU1527,2.97,83,CS301|CS340|CS350|CS360|CS430|CS450|ENG310|ENG320|MATH202|MATH302|MATH320,CS420|MATH310,security,79.1,13.5,2.91,Cybersecurity
STU1528,2.93,106,CS220|CS301|CS302|CS401|CS410|CS420|MATH101|MATH201|MATH301|MATH302,None,machine learning,84.8,12.9,2.99,AI
STU1529,3.74,84,CS301|CS302|CS330|CS340|CS360|CS401|CS440|ENG201|ENG220|MATH201|MATH301|MATH320,None,big data,100.0,17.0,3.58,Data_Science
STU1530,3.34,100,CS101|CS202|CS310|CS340|CS350|CS450|ENG320|MATH101|MATH202,None,wireless,84.5,22.0,3.44,Networks
STU1531,3.62,108,CS101|CS210|CS220|CS340|CS350|CS360|CS440|CS450|ENG310|ENG320|MATH101|MATH201|MATH202,None,security,73.3,23.9,3.53,Cybersecurity
STU1532,2.98,127,CS201|CS202|CS340|CS350|CS440|CS450|ENG101|ENG210|ENG310|ENG320|MATH202,CS401,telecommunications,91.5,27.7,2.66,Networks
STU1533,3.17,121,CS101|CS102|CS310|CS340|CS350|CS360|CS440|CS450|ENG101|ENG220|ENG310|ENG320|MATH201|MATH302|MATH320,None,firewalls,97.1,11.0,3.18,Cybersecurity
STU1534,3.14,126,CS340|CS350|CS450|ENG102|ENG201|ENG301|ENG310|ENG320|MATH101|MATH202,None,wireless,76.9,18.6,3.26,Networks
STU1535,3.65,128,CS101|CS202|CS340|CS350|CS360|CS450|ENG310|ENG320|MATH102|MATH202|MATH310|MATH320,CS330,telecommunications,100.0,19.5,3.61,Networks
STU1536,3.17,79,CS202|CS301|CS302|CS330|CS360|CS401|CS440|ENG220|MATH201|MATH301|MATH302|MATH320,None,business intelligence,100.0,20.9,3.04,Data_Science
STU1537,3.52,74,CS210|CS340|CS350|CS420|CS450|ENG201|ENG310|MATH102|MATH310|MATH320,None,containers,90.5,20.9,3.95,Cloud_Computing
STU1538,3.77,101,CS301|CS302|CS401|CS410|CS420|CS430|ENG101|MATH102|MATH201|MATH302,None,robotics,100.0,21.1,3.67,AI
STU1539,2.89,136,CS202|CS210|CS220|CS320|CS340|CS401|CS440|CS450|ENG101|ENG210|ENG310|ENG320|MATH202|MATH301,CS420,networking,96.5,3.8,2.87,Networks
STU1540,3.33,115,CS220|CS301|CS302|CS330|CS350|CS401|CS430|CS440|CS450|ENG210|ENG220|ENG320|MATH201|MATH301|MATH310|MATH320,None,business intelligence,95.2,19.8,3.03,Data_Science
STU1541,2.85,112,CS101|CS102|CS340|CS350|CS360|CS401|CS420|CS450|ENG101|ENG102|ENG210|ENG310|MATH101|MATH202|MATH310,CS440,penetration testing,90.2,12.9,2.4,Cybersecurity
STU1542,3.34,115,CS102|CS201|CS210|CS220|CS302|CS310|CS320|CS430|ENG201|ENG210|ENG310|ENG320|MATH101|MATH201|MATH301,None,software design,95.9,23.9,3.38,Software_Engineering
STU1543,2.8,64,CS210|CS220|CS310|CS320|CS330|CS350|CS360|CS420|CS430|CS450|ENG102|ENG210|ENG320,None,DevOps,100.0,18.1,2.63,Software_Engineering
STU1544,2.39,97,CS101|CS210|CS220|CS310|CS320|CS350|CS420|CS430|ENG101|ENG102|MATH102|MATH201|MATH302|MATH310,CS302|CS410,mobile apps,91.5,24.2,2.43,Software_Engineering
STU1545,3.32,78,CS102|CS202|CS320|CS340|CS350|CS440|CS450|ENG101|ENG320|MATH202,None,IoT,84.0,25.2,3.53,Networks
STU1546,3.65,68,CS102|CS301|CS340|CS350|CS360|CS430|CS440|CS450|ENG220|ENG310|ENG320|MATH202,None,cryptography,79.2,18.9,4.0,Cybersecurity
STU1547,4.0,94,CS202|CS220|CS340|CS350|CS420|ENG201|ENG310|ENG320|MATH202,None,wireless,91.7,6.4,3.78,Networks
STU1548,3.12,93,CS301|CS330|CS340|CS350|CS401|CS440|ENG101|ENG310|MATH102|MATH201|MATH301|MATH310|MATH320,None,business intelligence,87.1,12.7,3.15,Data_Science
STU1549,2.73,71,CS102|CS320|CS340|CS350|CS420|CS450|ENG201|ENG310|ENG320|MATH201|MATH202,CS310|CS430,networking,100.0,18.1,2.75,Networks
STU1550,2.99,74,CS102|CS330|CS340|CS350|CS360|CS401|CS420|CS430|CS440|CS450|ENG310|ENG320|MATH101|MATH202|MATH320,None,cryptography,88.7,7.7,3.22,Cybersecurity
STU1551,2.88,73,CS301|CS330|CS401|CS440|CS450|ENG301|ENG320|MATH201|MATH202|MATH301|MATH302|MATH320,ENG101|ENG201,business intelligence,73.9,13.9,3.02,Data_Science
STU1552,3.29,109,CS101|CS102|CS210|CS301|CS302|CS340|CS350|CS401|CS410|CS420|CS450|ENG320|MATH201|MATH301|MATH302|MATH320,None,machine learning,100.0,15.7,3.53,AI
STU1553,2.72,98,CS102|CS202|CS210|CS330|CS340|CS420|CS450|ENG210|ENG310|MATH101,CS302,containers,100.0,19.9,3.06,Cloud_Computing
STU1554,4.0,75,CS210|CS350|CS420|CS450|ENG201|ENG210|ENG301|ENG310|MATH101|MATH301,None,containers,65.8,19.9,3.91,Cloud_Computing
STU1555,3.53,130,CS201|CS210|CS220|CS302|CS340|CS350|CS420|CS430|CS450|ENG101|ENG301|ENG310,None,Azure,94.8,12.4,3.53,Cloud_Computing
STU1556,3.04,97,CS210|CS301|CS302|CS320|CS330|CS401|ENG201|MATH101|MATH201|MATH301|MATH302|MATH310,None,deep learning,89.7,28.9,2.98,AI
STU1557,4.0,97,CS210|CS301|CS310|CS320|CS330|CS360|CS401|CS420|CS440|ENG102|ENG220|MATH101|MATH102|MATH201|MATH301|MATH320,None,business intelligence,82.7,13.5,3.92,Data_Science
STU1558,3.17,121,CS301|CS310|CS330|CS401|CS440|ENG320|MATH102|MATH201|MATH202|MATH301|MATH320,None,statistics,81.8,16.1,3.13,Data_Science
STU1559,3.75,125,CS210|CS220|CS310|CS320|CS410|CS420|CS430|CS450|ENG101|ENG210|MATH101,None,agile,88.0,16.9,3.56,Software_Engineering
STU1560,3.05,60,CS202|CS210|CS220|CS301|CS302|CS320|CS340|CS420|CS430|ENG210,MATH201,software design,77.3,23.0,3.19,Software_Engineering
STU1561,2.32,91,CS301|CS330|CS340|CS401|CS440|ENG101|ENG201|ENG301|MATH102|MATH201|MATH301|MATH320,CS101,visualization,90.4,17.2,2.51,Data_Science
STU1562,3.4,104,CS201|CS301|CS302|CS310|CS330|CS340|CS350|CS360|CS410|CS440|CS450|ENG310|ENG320|MATH101|MATH202|MATH320,None,cryptography,68.6,23.4,3.47,Cybersecurity
